"labid","age","error","depth","cc"
"Core top_34063",-20,5,0,0
"Radiocarbon_34064",1690,95,150,1
"Radiocarbon_34065",2830,100,295,1
"Radiocarbon_34066",4630,110,450,1
"Radiocarbon_34067",5600,110,500,1
"Radiocarbon_34068",6740,125,575,1
"Radiocarbon_34069",8275,135,642,1
"Radiocarbon_34070",8665,140,702,1
"Radiocarbon_34071",9725,145,758,1
