"labid","age","error","depth","cc"
"Core top_5870",-34,14,382,0
"Presettlement_paleon",79,50,496,0
"Radiocarbon_rc_5872",1680,140,655,1
"Radiocarbon_rc_5873",3310,160,900,1
"Radiocarbon_rc_5874",5440,160,1165,1
"Radiocarbon_rc_5875",8360,180,1494,1
"Radiocarbon_rc_5876",10290,220,1622,1
"Radiocarbon_5877",11630,240,1962,1
