"labid","age","error","depth","cc"
"Core top_8106",0,20,0,0
"Radiocarbon_8108",1560,70,27,1
"Radiocarbon_8109",3240,80,55,1
"Radiocarbon_8110",6980,80,85,1
"Radiocarbon_8111",8070,90,165,1
"Radiocarbon_8112",10990,100,265,1
