"labid","age","error","depth","cc"
"Lead-210_8082",-23,2,0.75,0
"Lead-210_8083",-8,3,1.75,0
"Lead-210_8084",12,4,2.75,0
"Lead-210_8085",28,5,3.75,0
"Lead-210_8086",44,6,4.75,0
"Lead-210_8087",56,8,5.75,0
"Lead-210_8088",64,9,6.75,0
"Lead-210_8089",71,10,7.75,0
"Presettlement_paleon",60,50,7.75,0
"Lead-210_8090",77,12,8.75,0
"Lead-210_8091",87,14,10.75,0
