"labid","age","error","depth","cc"
"Core top_41771",-41,1,0,0
"Lead-210_41758",-40,1,1.5,0
"Lead-210_41759",-39,1,2.5,0
"Lead-210_41760",-25,1,4.5,0
"Lead-210_41761",-17,2,10.5,0
"Lead-210_41762",-6,3,13.5,0
"Lead-210_41763",-1,3,16.5,0
"Lead-210_41764",0,4,19.5,0
"Lead-210_41765",8,5,22.5,0
"Lead-210_41766",18,6,25.5,0
"Lead-210_41767",28,8,28.5,0
"Lead-210_41768",45,12,31.5,0
"Lead-210_41769",69,18,33,0
"Lead-210_41770",92,25,35,0
