"labid","age","error","depth","cc"
"Core top_927",0,30,0,0
"Presettlement_paleon",43,50,10,0
"Radiocarbon_929",1055,105,104,1
"Radiocarbon_930",1855,145,204,1
"Radiocarbon_931",2430,120,304,1
"Radiocarbon_932",2280,95,375,1
"Radiocarbon_933",3900,120,427,1
"Radiocarbon_934",3920,145,474,1
"Radiocarbon_935",5795,120,554,1
"Radiocarbon_936",7160,120,657,1
"Radiocarbon_937",8450,140,729,1
"Radiocarbon_938",8715,215,794,1
"Radiocarbon_939",10200,150,854,1
